date,Value
2017-03-19,3.5
2017-03-20,3.517
2017-03-21,3.532
2017-03-22,3.531
2017-03-23,3.51
2017-03-24,3.518
2017-03-25,3.603
2017-03-26,3.668
2017-03-27,3.859
2017-03-28,3.925
2017-03-29,3.812
2017-03-30,3.73
2017-03-31,3.714
2017-04-01,3.796
2017-04-02,3.775
2017-04-03,3.72
2017-04-04,3.935
2017-04-05,4.227
2017-04-06,4.195
2017-04-07,4.427
2017-04-08,4.203
2017-04-09,4.147
2017-04-10,4.132
2017-04-11,4.136
2017-04-12,3.949
2017-04-13,3.813
2017-04-14,3.732
2017-04-15,3.695
2017-04-16,3.749
2017-04-17,3.725
2017-04-18,3.672
2017-04-19,3.633
2017-04-20,3.641
2017-04-21,3.958
2017-04-22,3.865
2017-04-23,3.731
2017-04-24,3.648
2017-04-25,3.604
2017-04-26,3.589
2017-04-27,3.577
2017-04-28,3.646
2017-04-29,3.626
2017-04-30,3.573
2017-05-01,3.926
2017-05-02,4.478
2017-05-03,4.157
2017-05-04,3.937
2017-05-05,4.485
2017-05-06,4.714
2017-05-07,4.388
2017-05-08,4.064
2017-05-09,3.86
2017-05-10,3.747
2017-05-11,3.679
2017-05-12,3.627
2017-05-13,3.594
2017-05-14,3.573
2017-05-15,3.551
2017-05-16,3.528
2017-05-17,3.512
2017-05-18,3.498
2017-05-19,3.491
2017-05-20,3.476
2017-05-21,3.487
2017-05-22,3.646
2017-05-23,3.625
2017-05-24,3.576
2017-05-25,3.593
2017-05-26,3.752
2017-05-27,3.73
2017-05-28,3.667
2017-05-29,3.6
2017-05-30,3.56
2017-05-31,3.53
2017-06-01,3.498
2017-06-02,3.473
2017-06-03,3.454
2017-06-04,3.455
2017-06-05,3.467
2017-06-06,3.466
2017-06-07,3.463
2017-06-08,3.451
2017-06-09,3.435
2017-06-10,3.416
2017-06-11,3.401
2017-06-12,3.387
2017-06-13,3.376
2017-06-14,3.371
2017-06-15,3.361
2017-06-16,3.366
2017-06-17,3.378
2017-06-18,3.536
2017-06-19,3.533
2017-06-20,3.556
2017-06-21,3.552
2017-06-22,3.512
2017-06-23,5.368
2017-06-24,5.039
2017-06-25,4.401
2017-06-26,4.076
2017-06-27,3.933
2017-06-28,3.851
2017-06-29,3.775
2017-06-30,3.831
2017-07-01,3.899
2017-07-02,3.786
2017-07-03,3.701
2017-07-04,3.644
2017-07-05,3.596
2017-07-06,3.564
2017-07-07,3.542
2017-07-08,3.524
2017-07-09,3.513
2017-07-10,3.571
2017-07-11,3.547
2017-07-12,3.578
2017-07-13,3.876
2017-07-14,3.945
2017-07-15,3.761
2017-07-16,3.656
2017-07-17,3.618
2017-07-18,3.582
2017-07-19,3.551
2017-07-20,3.697
2017-07-21,3.917
2017-07-22,3.748
2017-07-23,3.649
2017-07-24,3.674
2017-07-25,3.626
2017-07-26,3.578
2017-07-27,3.584
2017-07-28,3.623
2017-07-29,3.589
2017-07-30,3.541
2017-07-31,3.512
2017-08-01,3.493
2017-08-02,3.487
2017-08-03,3.504
2017-08-04,3.526
2017-08-05,3.552
2017-08-06,3.557
2017-08-07,3.523
2017-08-08,3.499
2017-08-09,3.478
2017-08-10,3.459
2017-08-11,3.449
2017-08-12,3.448
2017-08-13,3.461
2017-08-14,3.456
2017-08-15,3.439
2017-08-16,3.426
2017-08-17,3.428
2017-08-18,3.432
2017-08-19,3.434
2017-08-20,3.43
2017-08-21,3.422
2017-08-22,3.423
2017-08-23,3.421
2017-08-24,3.412
2017-08-25,3.403
2017-08-26,3.395
2017-08-27,3.386
2017-08-28,3.379
2017-08-29,3.376
2017-08-30,3.372
2017-08-31,3.374
2017-09-01,3.367
2017-09-02,3.367
2017-09-03,3.394
2017-09-04,3.401
2017-09-05,3.468
2017-09-06,3.557
2017-09-07,3.507
2017-09-08,3.47
2017-09-09,3.444
2017-09-10,3.425
2017-09-11,3.409
2017-09-12,3.396
2017-09-13,3.386
2017-09-14,3.378
2017-09-15,3.371
2017-09-16,3.366
2017-09-17,3.359
2017-09-18,3.354
2017-09-19,3.355
2017-09-20,3.404
2017-09-21,3.423
2017-09-22,3.411
2017-09-23,3.39
2017-09-24,3.379
2017-09-25,3.368
2017-09-26,3.36
2017-09-27,3.355
2017-09-28,3.345
2017-09-29,3.351
2017-09-30,3.345
2017-10-01,3.341
2017-10-02,3.337
2017-10-03,3.332
2017-10-04,3.336
2017-10-05,3.338
2017-10-06,3.348
2017-10-07,3.358
2017-10-08,3.369
2017-10-09,3.384
2017-10-10,3.395
2017-10-11,3.393
2017-10-12,3.51
2017-10-13,3.592
2017-10-14,3.533
2017-10-15,3.68
2017-10-16,4.002
2017-10-17,3.825
2017-10-18,3.68
2017-10-19,3.642
2017-10-20,3.595
2017-10-21,3.563
2017-10-22,3.54
2017-10-23,3.528
2017-10-24,3.555
2017-10-25,3.572
2017-10-26,3.553
2017-10-27,3.535
2017-10-28,3.542
2017-10-29,3.574
2017-10-30,3.579
2017-10-31,3.567
2017-11-01,3.566
2017-11-02,3.61
2017-11-03,4.007
2017-11-04,3.98
2017-11-05,3.867
2017-11-06,3.845
2017-11-07,3.764
2017-11-08,3.694
2017-11-09,3.65
2017-11-10,3.617
2017-11-11,3.589
2017-11-12,3.566
2017-11-13,3.563
2017-11-14,3.579
2017-11-15,3.599
2017-11-16,3.726
2017-11-17,3.854
2017-11-18,3.839
2017-11-19,4.232
2017-11-20,4.101
2017-11-21,3.894
2017-11-22,3.876
2017-11-23,3.82
2017-11-24,3.735
2017-11-25,3.705
2017-11-26,3.692
2017-11-27,3.666
2017-11-28,3.637
2017-11-29,3.623
2017-11-30,3.605
2017-12-01,3.567
2017-12-02,3.573
2017-12-03,3.558
2017-12-04,3.54
2017-12-05,3.64
2017-12-06,3.735
2017-12-07,3.645
2017-12-08,3.583
2017-12-09,3.563
2017-12-10,3.531
2017-12-11,3.523
2017-12-12,3.506
2017-12-13,3.544
2017-12-14,3.617
2017-12-15,3.647
2017-12-16,3.683
2017-12-17,3.655
2017-12-18,3.644
2017-12-19,3.647
2017-12-20,3.686
2017-12-21,3.702
2017-12-22,3.682
2017-12-23,3.669
2017-12-24,3.651
2017-12-25,3.685
2017-12-26,3.682
2017-12-27,3.663
2017-12-28,3.659
2017-12-29,
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-06,
2018-01-07,
2018-01-08,3.598
2018-01-09,3.601
2018-01-10,3.599
2018-01-11,3.774
2018-01-12,4.731
2018-01-13,4.557
2018-01-14,4.185
2018-01-15,3.945
2018-01-16,3.789
2018-01-17,3.693
2018-01-18,3.651
2018-01-19,3.659
2018-01-20,3.616
2018-01-21,3.568
2018-01-22,3.68
2018-01-23,4.54
2018-01-24,4.281
2018-01-25,4.044
2018-01-26,3.89
2018-01-27,3.784
2018-01-28,3.785
2018-01-29,3.754
2018-01-30,3.657
2018-01-31,3.632
2018-02-01,3.61
2018-02-02,3.545
2018-02-03,3.568
2018-02-04,3.584
2018-02-05,3.69
2018-02-06,3.753
2018-02-07,3.741
2018-02-08,3.803
2018-02-09,3.82
2018-02-10,3.818
2018-02-11,3.808
2018-02-12,3.806
2018-02-13,3.792
2018-02-14,3.78
2018-02-15,3.793
2018-02-16,3.85
2018-02-17,3.838
2018-02-18,3.809
2018-02-19,3.764
2018-02-20,4.793
2018-02-21,5.649
2018-02-22,4.615
2018-02-23,4.174
2018-02-24,4.087
2018-02-25,4.056
2018-02-26,4.081
2018-02-27,3.949
2018-02-28,3.945
2018-03-01,3.967
2018-03-02,3.857
2018-03-03,3.761
2018-03-04,3.703
2018-03-05,3.662
2018-03-06,3.633
2018-03-07,3.602
2018-03-08,3.578
2018-03-09,3.561
2018-03-10,3.545
2018-03-11,3.531
2018-03-12,3.522
2018-03-13,3.514
2018-03-14,3.504
2018-03-15,3.502
2018-03-16,3.491
2018-03-17,3.486
2018-03-18,3.487
2018-03-19,3.484
2018-03-20,3.481
2018-03-21,3.443
2018-03-22,3.431
2018-03-23,3.424
2018-03-24,3.418
2018-03-25,3.423
2018-03-26,3.384
2018-03-27,3.392
2018-03-28,3.418
2018-03-29,3.477
2018-03-30,3.615
2018-03-31,3.63
2018-04-01,3.752
2018-04-02,3.722
2018-04-03,3.668
2018-04-04,4.088
2018-04-05,3.961
2018-04-06,3.826
2018-04-07,3.73
2018-04-08,3.674
2018-04-09,3.641
2018-04-10,3.64
2018-04-11,3.687
2018-04-12,3.722
2018-04-13,4.003
2018-04-14,4.525
2018-04-15,4.115
2018-04-16,3.946
2018-04-17,3.953
2018-04-18,3.888
2018-04-19,3.841
2018-04-20,3.842
2018-04-21,4.098
2018-04-22,4.581
2018-04-23,4.824
2018-04-24,4.731
2018-04-25,4.644
2018-04-26,4.631
2018-04-27,4.29
2018-04-28,4.162
2018-04-29,4.002
2018-04-30,3.865
2018-05-01,3.77
2018-05-02,3.732
2018-05-03,3.748
2018-05-04,3.846
2018-05-05,3.854
2018-05-06,3.752
2018-05-07,3.676
2018-05-08,3.619
2018-05-09,3.58
2018-05-10,3.567
2018-05-11,3.558
2018-05-12,3.529
2018-05-13,3.507
2018-05-14,3.49
2018-05-15,3.631
2018-05-16,4.018
2018-05-17,3.76
2018-05-18,3.629
2018-05-19,3.565
2018-05-20,3.585
2018-05-21,3.603
2018-05-22,3.588
2018-05-23,3.667
2018-05-24,3.609
2018-05-25,3.555
2018-05-26,3.543
2018-05-27,3.519
2018-05-28,3.5
2018-05-29,3.481
2018-05-30,3.465
2018-05-31,3.458
2018-06-01,3.471
2018-06-02,3.472
2018-06-03,3.46
2018-06-04,3.524
2018-06-05,3.58
2018-06-06,3.521
2018-06-07,3.484
2018-06-08,3.46
2018-06-09,3.44
2018-06-10,3.425
2018-06-11,3.413
2018-06-12,3.401
2018-06-13,3.398
2018-06-14,3.39
2018-06-15,3.385
2018-06-16,3.37
2018-06-17,3.36
2018-06-18,3.354
2018-06-19,3.351
2018-06-20,3.346
2018-06-21,3.342
2018-06-22,3.339
2018-06-23,3.341
2018-06-24,3.382
2018-06-25,3.411
2018-06-26,3.383
2018-06-27,3.378
2018-06-28,3.385
2018-06-29,3.371
2018-06-30,3.354
2018-07-01,3.343
2018-07-02,3.338
2018-07-03,3.326
2018-07-04,3.322
2018-07-05,3.355
2018-07-06,3.569
2018-07-07,3.423
2018-07-08,3.371
2018-07-09,3.348
2018-07-10,3.336
2018-07-11,3.328
2018-07-12,3.326
2018-07-13,3.321
2018-07-14,3.321
2018-07-15,3.319
2018-07-16,3.32
2018-07-17,3.363
2018-07-18,3.364
2018-07-19,3.344
2018-07-20,3.331
2018-07-21,3.325
2018-07-22,3.33
2018-07-23,3.329
2018-07-24,3.332
2018-07-25,3.331
2018-07-26,3.327
2018-07-27,3.327
2018-07-28,3.329
2018-07-29,3.324
2018-07-30,3.319
2018-07-31,3.315
2018-08-01,3.316
2018-08-02,3.315
2018-08-03,3.312
2018-08-04,3.309
2018-08-05,3.306
2018-08-06,3.306
2018-08-07,3.311
2018-08-08,3.314
2018-08-09,3.313
2018-08-10,3.312
2018-08-11,3.31
2018-08-12,3.309
2018-08-13,3.308
2018-08-14,3.307
2018-08-15,3.305
2018-08-16,3.305
2018-08-17,3.349
2018-08-18,3.547
2018-08-19,3.458
2018-08-20,3.388
2018-08-21,3.462
2018-08-22,3.738
2018-08-23,3.637
2018-08-24,3.507
2018-08-25,3.449
2018-08-26,3.458
2018-08-27,3.431
2018-08-28,3.408
2018-08-29,3.395
2018-08-30,3.382
2018-08-31,3.37
2018-09-01,3.386
2018-09-02,3.391
2018-09-03,3.384
2018-09-04,3.378
2018-09-05,3.374
2018-09-06,3.369
2018-09-07,3.367
2018-09-08,3.361
2018-09-09,3.358
2018-09-10,3.365
2018-09-11,3.367
2018-09-12,3.366
2018-09-13,3.363
2018-09-14,3.36
2018-09-15,3.359
2018-09-16,3.356
2018-09-17,3.354
2018-09-18,3.352
2018-09-19,3.351
2018-09-20,3.35
2018-09-21,3.352
2018-09-22,3.329
2018-09-23,3.318
2018-09-24,3.317
2018-09-25,3.328
2018-09-26,3.329
2018-09-27,3.323
2018-09-28,3.321
2018-09-29,3.319
2018-09-30,3.317
2018-10-01,3.337
2018-10-02,3.353
2018-10-03,3.369
2018-10-04,3.392
2018-10-05,3.404
2018-10-06,3.394
2018-10-07,3.384
2018-10-08,3.379
2018-10-09,3.377
2018-10-10,3.382
2018-10-11,3.398
2018-10-12,3.389
2018-10-13,3.378
2018-10-14,3.367
2018-10-15,3.362
2018-10-16,3.358
2018-10-17,3.357
2018-10-18,3.354
2018-10-19,3.354
2018-10-20,3.362
2018-10-21,3.365
2018-10-22,3.361
2018-10-23,3.36
2018-10-24,3.352
2018-10-25,3.354
2018-10-26,3.363
2018-10-27,3.362
2018-10-28,3.37
2018-10-29,3.405
2018-10-30,3.429
2018-10-31,3.567
2018-11-01,3.795
2018-11-02,3.957
2018-11-03,3.975
2018-11-04,3.796
2018-11-05,3.695
2018-11-06,3.729
2018-11-07,3.9
2018-11-08,3.865
2018-11-09,3.751
2018-11-10,3.71
2018-11-11,3.652
2018-11-12,3.605
2018-11-13,3.599
2018-11-14,3.596
2018-11-15,3.568
2018-11-16,3.562
2018-11-17,3.55
2018-11-18,3.546
2018-11-19,3.551
2018-11-20,3.556
2018-11-21,3.546
2018-11-22,3.511
2018-11-23,3.541
2018-11-24,3.526
2018-11-25,3.692
2018-11-26,3.976
2018-11-27,3.9
2018-11-28,3.787
2018-11-29,3.712
2018-11-30,3.674
2018-12-01,3.646
2018-12-02,3.873
2018-12-03,4.368
2018-12-04,4.198
2018-12-05,3.909
2018-12-06,3.738
2018-12-07,3.65
2018-12-08,3.608
2018-12-09,3.591
2018-12-10,3.572
2018-12-11,3.577
2018-12-12,3.569
2018-12-13,3.526
2018-12-14,3.529
2018-12-15,3.644
2018-12-16,3.683
2018-12-17,3.652
2018-12-18,3.614
2018-12-19,3.579
2018-12-20,3.554
2018-12-21,3.836
2018-12-22,4.049
2018-12-23,3.851
2018-12-24,3.727
2018-12-25,3.661
2018-12-26,3.617
2018-12-27,3.584
2018-12-28,3.869
2018-12-29,4.308
2018-12-30,4.02
2018-12-31,3.809
2019-01-01,4.007
2019-01-02,3.951
2019-01-03,3.787
2019-01-04,3.697
2019-01-05,3.643
2019-01-06,3.605
2019-01-07,3.562
2019-01-08,3.781
2019-01-09,3.949
2019-01-10,3.803
2019-01-11,3.701
2019-01-12,3.636
2019-01-13,3.574
2019-01-14,3.553
2019-01-15,3.547
2019-01-16,3.558
2019-01-17,3.569
2019-01-18,3.572
2019-01-19,3.556
2019-01-20,3.573
2019-01-21,3.63
2019-01-22,3.61
2019-01-23,3.605
2019-01-24,3.725
2019-01-25,3.724
2019-01-26,3.701
2019-01-27,3.675
2019-01-28,3.647
2019-01-29,3.633
2019-01-30,3.623
2019-01-31,3.603
2019-02-01,3.592
2019-02-02,3.589
2019-02-03,3.601
2019-02-04,3.979
2019-02-05,4.725
2019-02-06,4.311
2019-02-07,4.045
2019-02-08,3.863
2019-02-09,3.712
2019-02-10,3.716
2019-02-11,3.641
2019-02-12,3.616
2019-02-13,3.599
2019-02-14,3.567
2019-02-15,3.541
2019-02-16,3.526
2019-02-17,3.518
2019-02-18,3.529
2019-02-19,3.517
2019-02-20,3.511
2019-02-21,3.482
2019-02-22,3.489
2019-02-23,3.484
2019-02-24,3.485
2019-02-25,3.586
2019-02-26,3.802
2019-02-27,3.867
2019-02-28,3.972
2019-03-01,3.902
2019-03-02,3.833
2019-03-03,3.78
2019-03-04,3.735
2019-03-05,3.797
2019-03-06,3.865
2019-03-07,3.857
2019-03-08,3.82
2019-03-09,3.786
2019-03-10,3.797
2019-03-11,3.812
2019-03-12,3.795
2019-03-13,3.831
2019-03-14,3.873
2019-03-15,4.82
2019-03-16,4.566
2019-03-17,4.274
2019-03-18,4.107
2019-03-19,3.996
2019-03-20,4.033
2019-03-21,4.209
2019-03-22,4.237
2019-03-23,4.034
2019-03-24,3.952
2019-03-25,3.957
2019-03-26,3.926
2019-03-27,3.903
2019-03-28,3.969
2019-03-29,4.114
2019-03-30,4.33
2019-03-31,4.376
2019-04-01,4.101
2019-04-02,3.977
2019-04-03,4.023
2019-04-04,3.954
2019-04-05,3.872
2019-04-06,3.858
2019-04-07,4.056
2019-04-08,4.336
2019-04-09,4.352
2019-04-10,4.144
2019-04-11,3.957
2019-04-12,3.858
2019-04-13,3.963
2019-04-14,3.918
2019-04-15,4.151
2019-04-16,4.063
2019-04-17,3.912
2019-04-18,3.858
2019-04-19,4.213
2019-04-20,4.525
2019-04-21,4.552
2019-04-22,4.202
2019-04-23,4.07
2019-04-24,4.159
2019-04-25,3.978
2019-04-26,4.239
2019-04-27,4.425
2019-04-28,4.096
2019-04-29,3.914
2019-04-30,3.86
2019-05-01,4.022
2019-05-02,4.179
2019-05-03,4.059
2019-05-04,3.975
2019-05-05,3.865
2019-05-06,3.774
2019-05-07,3.72
2019-05-08,3.674
2019-05-09,3.633
2019-05-10,3.959
2019-05-11,3.85
2019-05-12,3.739
2019-05-13,3.793
2019-05-14,3.93
2019-05-15,3.835
2019-05-16,3.733
2019-05-17,3.673
2019-05-18,3.602
2019-05-19,3.574
2019-05-20,3.62
2019-05-21,3.613
2019-05-22,3.567
2019-05-23,3.547
2019-05-24,3.534
2019-05-25,3.573
2019-05-26,3.8
2019-05-27,3.71
2019-05-28,3.687
2019-05-29,3.885
2019-05-30,3.769
2019-05-31,3.677
2019-06-01,3.607
2019-06-02,3.566
2019-06-03,3.527
2019-06-04,3.499
2019-06-05,3.492
2019-06-06,3.503
2019-06-07,3.519
2019-06-08,3.481
2019-06-09,3.459
2019-06-10,3.451
2019-06-11,3.461
2019-06-12,3.45
2019-06-13,3.454
2019-06-14,3.512
2019-06-15,3.532
2019-06-16,3.489
2019-06-17,3.468
2019-06-18,3.447
2019-06-19,3.429
2019-06-20,3.419
2019-06-21,3.43
2019-06-22,3.435
2019-06-23,3.415
2019-06-24,3.393
2019-06-25,3.39
2019-06-26,3.384
2019-06-27,3.371
2019-06-28,3.366
2019-06-29,3.371
2019-06-30,3.363
2019-07-01,3.354
2019-07-02,3.347
2019-07-03,3.341
2019-07-04,3.333
2019-07-05,3.325
2019-07-06,3.319
2019-07-07,3.314
2019-07-08,3.313
2019-07-09,3.31
2019-07-10,3.307
2019-07-11,3.304
2019-07-12,3.298
2019-07-13,3.302
2019-07-14,3.306
2019-07-15,3.303
2019-07-16,3.306
2019-07-17,3.314
2019-07-18,3.31
2019-07-19,3.309
2019-07-20,3.312
2019-07-21,3.312
2019-07-22,3.313
2019-07-23,3.325
2019-07-24,3.308
2019-07-25,3.303
2019-07-26,3.3
2019-07-27,3.298
2019-07-28,3.296
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,3.306
2019-09-12,3.316
2019-09-13,3.319
2019-09-14,3.33
2019-09-15,3.324
2019-09-16,3.322
2019-09-17,3.324
2019-09-18,3.318
2019-09-19,3.315
2019-09-20,3.31
2019-09-21,3.308
2019-09-22,3.312
2019-09-23,3.312
2019-09-24,3.308
2019-09-25,3.308
2019-09-26,3.312
2019-09-27,3.307
2019-09-28,3.308
2019-09-29,3.303
2019-09-30,3.299
2019-10-01,3.305
2019-10-02,3.32
2019-10-03,3.315
2019-10-04,3.307
2019-10-05,3.312
2019-10-06,3.31
2019-10-07,3.306
2019-10-08,3.305
2019-10-09,3.304
2019-10-10,3.299
2019-10-11,3.298
2019-10-12,3.305
2019-10-13,3.304
2019-10-14,3.301
2019-10-15,3.298
2019-10-16,3.318
2019-10-17,3.314
2019-10-18,3.305
2019-10-19,3.294
2019-10-20,3.289
2019-10-21,3.29
2019-10-22,3.304
2019-10-23,3.298
2019-10-24,3.291
2019-10-25,3.293
2019-10-26,3.292
2019-10-27,3.377
2019-10-28,3.482
2019-10-29,3.458
2019-10-30,3.415
2019-10-31,3.617
2019-11-01,4.108
2019-11-02,3.912
2019-11-03,3.733
2019-11-04,3.672
2019-11-05,3.667
2019-11-06,3.598
2019-11-07,3.553
2019-11-08,3.532
2019-11-09,3.511
2019-11-10,3.497
2019-11-11,3.484
2019-11-12,3.469
2019-11-13,3.456
2019-11-14,3.458
2019-11-15,3.45
2019-11-16,3.444
2019-11-17,3.452
2019-11-18,3.435
2019-11-19,3.43
2019-11-20,3.443
2019-11-21,3.517
2019-11-22,3.884
2019-11-23,3.871
2019-11-24,3.689
2019-11-25,3.614
2019-11-26,3.59
2019-11-27,3.637
2019-11-28,3.994
2019-11-29,3.85
2019-11-30,3.689
2019-12-01,3.597
2019-12-02,3.553
2019-12-03,3.515
2019-12-04,3.497
2019-12-05,3.472
2019-12-06,3.461
2019-12-07,3.453
2019-12-08,3.463
2019-12-09,3.515
2019-12-10,4.146
2019-12-11,4.025
2019-12-12,3.752
2019-12-13,3.671
2019-12-14,3.604
2019-12-15,3.564
2019-12-16,3.531
2019-12-17,3.528
2019-12-18,3.516
2019-12-19,3.525
2019-12-20,3.583
2019-12-21,3.569
2019-12-22,3.549
2019-12-23,3.523
2019-12-24,3.517
2019-12-25,3.508
2019-12-26,3.488
2019-12-27,3.58
2019-12-28,3.881
2019-12-29,3.795
2019-12-30,3.87
2019-12-31,4.003
2020-01-01,3.845
2020-01-02,3.743
2020-01-03,3.717
2020-01-04,3.781
2020-01-05,3.732
2020-01-06,3.661
2020-01-07,3.607
2020-01-08,3.588
2020-01-09,3.547
2020-01-10,3.59
2020-01-11,4.785
2020-01-12,5.29
2020-01-13,4.563
2020-01-14,4.172
2020-01-15,3.969
2020-01-16,3.878
2020-01-17,3.783
2020-01-18,3.746
2020-01-19,3.711
2020-01-20,3.693
2020-01-21,3.669
2020-01-22,3.654
2020-01-23,3.633
2020-01-24,3.604
2020-01-25,3.652
2020-01-26,3.736
2020-01-27,3.734
2020-01-28,3.707
2020-01-29,3.678
2020-01-30,3.661
2020-01-31,3.649
2020-02-01,3.612
2020-02-02,3.592
2020-02-03,3.581
2020-02-04,3.568
2020-02-05,3.556
2020-02-06,3.559
2020-02-07,3.553
2020-02-08,3.541
2020-02-09,3.534
2020-02-10,3.531
2020-02-11,3.528
2020-02-12,3.528
2020-02-13,3.513
2020-02-14,3.521
2020-02-15,3.543
2020-02-16,3.516
2020-02-17,3.525
2020-02-18,3.516
2020-02-19,3.519
2020-02-20,3.541
2020-02-21,3.542
2020-02-22,3.5
2020-02-23,3.464
2020-02-24,3.442
2020-02-25,3.436
2020-02-26,3.44
2020-02-27,3.436
2020-02-28,3.509
2020-02-29,3.596
2020-03-01,3.565
2020-03-02,3.559
2020-03-03,3.566
2020-03-04,3.586
2020-03-05,3.569
2020-03-06,3.546
2020-03-07,3.547
2020-03-08,3.549
2020-03-09,3.655
2020-03-10,4.685
2020-03-11,4.875
2020-03-12,4.555
2020-03-13,4.501
2020-03-14,4.327
2020-03-15,4.073
2020-03-16,3.937
2020-03-17,3.883
2020-03-18,3.86
2020-03-19,3.808
2020-03-20,4.427
2020-03-21,4.469
2020-03-22,4.065
2020-03-23,3.876
2020-03-24,3.823
2020-03-25,3.863
2020-03-26,3.874
2020-03-27,3.871
2020-03-28,3.847
2020-03-29,4.172
2020-03-30,4.546
2020-03-31,4.222
2020-04-01,4.027
2020-04-02,3.882
2020-04-03,3.776
2020-04-04,3.717
2020-04-05,3.681
2020-04-06,3.637
2020-04-07,3.605
2020-04-08,3.634
2020-04-09,3.71
2020-04-10,3.746
2020-04-11,3.693
2020-04-12,3.646
2020-04-13,3.646
2020-04-14,3.666
2020-04-15,3.644
2020-04-16,3.615
2020-04-17,3.591
2020-04-18,3.579
2020-04-19,3.57
2020-04-20,3.58
2020-04-21,3.564
2020-04-22,3.54
2020-04-23,3.53
2020-04-24,3.516
2020-04-25,3.495
2020-04-26,3.482
2020-04-27,3.464
2020-04-28,3.456
2020-04-29,3.449
2020-04-30,3.483
2020-05-01,3.644
2020-05-02,3.613
2020-05-03,3.57
2020-05-04,3.532
2020-05-05,3.499
2020-05-06,3.475
2020-05-07,3.461
2020-05-08,3.446
2020-05-09,3.458
2020-05-10,3.436
2020-05-11,3.444
2020-05-12,3.448
2020-05-13,3.437
2020-05-14,3.428
2020-05-15,3.449
2020-05-16,3.556
2020-05-17,3.551
2020-05-18,3.586
2020-05-19,3.899
2020-05-20,3.773
2020-05-21,3.651
2020-05-22,3.586
2020-05-23,3.535
2020-05-24,3.505
2020-05-25,3.532
2020-05-26,3.542
2020-05-27,3.521
2020-05-28,3.49
2020-05-29,3.545
2020-05-30,3.692
2020-05-31,3.602
2020-06-01,3.53
2020-06-02,3.497
2020-06-03,3.481
2020-06-04,3.472
2020-06-05,3.45
2020-06-06,3.426
2020-06-07,3.414
2020-06-08,3.399
2020-06-09,3.388
2020-06-10,3.396
2020-06-11,3.55
2020-06-12,3.542
2020-06-13,3.472
2020-06-14,3.431
2020-06-15,3.404
2020-06-16,3.383
2020-06-17,3.367
2020-06-18,3.355
2020-06-19,3.344
2020-06-20,3.588
2020-06-21,3.443
2020-06-22,3.39
2020-06-23,3.403
2020-06-24,3.58
2020-06-25,3.526
2020-06-26,3.447
2020-06-27,3.404
2020-06-28,3.396
2020-06-29,3.378
2020-06-30,3.356
2020-07-01,3.343
2020-07-02,3.329
2020-07-03,3.315
2020-07-04,3.305
2020-07-05,3.298
2020-07-06,3.292
2020-07-07,3.292
2020-07-08,3.295
2020-07-09,3.296
2020-07-10,3.354
2020-07-11,3.597
2020-07-12,3.51
2020-07-13,3.427
2020-07-14,3.399
2020-07-15,3.374
2020-07-16,3.357
2020-07-17,3.347
2020-07-18,3.338
2020-07-19,3.336
2020-07-20,3.365
2020-07-21,3.416
2020-07-22,3.379
2020-07-23,3.359
2020-07-24,3.348
2020-07-25,3.343
2020-07-26,3.329
2020-07-27,3.323
2020-07-28,3.324
2020-07-29,3.316
2020-07-30,3.313
2020-07-31,3.309
2020-08-01,3.304
2020-08-02,3.425
2020-08-03,3.966
2020-08-04,4.06
2020-08-05,4.032
2020-08-06,3.786
2020-08-07,3.621
2020-08-08,3.525
2020-08-09,3.469
2020-08-10,3.435
2020-08-11,3.41
2020-08-12,3.39
2020-08-13,3.374
2020-08-14,3.357
2020-08-15,3.347
2020-08-16,3.344
2020-08-17,3.344
2020-08-18,3.34
2020-08-19,3.337
2020-08-20,3.33
2020-08-21,3.328
2020-08-22,3.323
2020-08-23,3.316
2020-08-24,3.312
2020-08-25,3.308
2020-08-26,3.307
2020-08-27,3.321
2020-08-28,3.322
2020-08-29,3.333
2020-08-30,3.375
2020-08-31,3.394
2020-09-01,3.363
2020-09-02,3.362
2020-09-03,3.347
2020-09-04,3.343
2020-09-05,3.337
2020-09-06,3.333
2020-09-07,3.35
2020-09-08,3.347
2020-09-09,3.352
2020-09-10,3.359
2020-09-11,3.361
2020-09-12,3.353
2020-09-13,3.39
2020-09-14,3.645
2020-09-15,3.573
2020-09-16,3.473
2020-09-17,3.425
2020-09-18,3.388
2020-09-19,3.362
2020-09-20,3.345
2020-09-21,3.327
2020-09-22,3.375
2020-09-23,3.379
2020-09-24,3.377
2020-09-25,3.375
